player,role,role_mantra,team,Prezzo_Consigliato_Cr,NN_FV_Atteso,NN_MV_Atteso,NN_Rischio_Std,Prob_Bonus_Ge_8_%,Prob_Picco_Ge_10_%,Clean_Sheet_%,FVM_1000,n_stagioni,mv_media_3y,mfv_media_3y,mv_storica,mfv_storica,mv_std,mv_trend,availability,gol_per_pg,ass_per_pg,amm_per_pg,rig_per_pg,n_seasons_us,xg_media_3y,xa_media_3y,xg_per90,xa_per90,npxg_per90,shots_per90,offensive_index,gf_avg_3y,giorni_infortunio_3y,n_infortuni_3y,infortunio_grave,malus_infortuni,starts_2627,sub_apps_2627,minutes_2627,is_starter_2627,starter_pct_2627,score_composito,score_composito_base,vorp_points,target_price_500,target_price_1000,clearing_price_1000,clearing_price_500,target_flags,prezzo_fair_1000,prezzo_fair_500,surplus_value_cr,predicted_contrib_p10,predicted_contrib_p50,predicted_contrib_p90,contrib_volatility_spread
Stankovic A.,C,M;C,INT,3,0.7,6.0,0.5,0.0,0.0,0.0,7,2.0,4.4,3.487,3.3,2.615,3.3,,0.395,0.0,0.0,0.067,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.1,3.009,0,0,0,0.0,0,2,11,False,0.0,0.4078,0.4078,0.0,3,7,2,1,no_prior_data;clearing_observed(historical),7,3,5,28.2,95.7,189.8,161.6
Fini,C,W,FRO,4,1.3,6.0,0.5,0.0,0.0,0.0,13,1.0,5.5,5.5,5.5,5.5,0.0,,0.026,,,,,,,,,,,,0.9827,1.718,0,0,0,0.0,2,0,104,True,1.0,0.4077,0.4077,6.5,4,13,2,1,thin_prior_sample_no_fade;clearing_observed(historical),13,4,11,62.9,170.7,214.4,151.5
Gagliardini,C,M;C,CAG,3,0.8,6.0,0.5,0.0,0.0,0.0,8,11.0,5.825,5.767,5.919,6.098,0.165,-0.0231,0.51,0.087,0.039,0.223,0.0,4.0,1.452,0.62,0.112,0.041,0.112,1.094,0.9604,1.472,290,10,1,1.0,0,0,0,False,0.0,0.4072,0.4791,0.0,3,9,9,3,fade(1.11),9,3,0,46.9,112.0,187.9,141.0
Palma,D,Dc,UDI,3,1.1,6.0,0.5,0.0,0.0,0.0,11,1.0,5.5,5.5,5.5,5.5,0.0,,0.105,,,,,1.0,,0.0,,,,,0.965,1.523,43,5,0,0.167,1,0,45,True,0.5,0.4063,0.4167,0.0,3,11,3,2,thin_prior_sample_no_fade;clearing_observed(historical),11,3,8,61.3,157.0,201.3,140.0
Corvi,P,Por,PAR,2,1.0,6.0,0.5,0.0,0.0,0.0,10,2.0,4.12,3.393,3.09,2.545,3.09,,0.447,0.0,0.0,0.059,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.9545,1.408,0,0,0,0.0,2,0,180,True,1.0,0.4059,0.4059,0.0,2,10,6,3,floor_qi;clearing_observed(historical),10,2,4,45.0,149.8,200.1,155.1
Helgason,C,C;T,VEN,3,0.3,6.0,0.5,0.0,0.0,0.0,3,4.0,4.82,4.897,4.36,4.417,2.521,0.552,0.246,0.0,0.235,0.0,0.0,3.0,0.581,0.527,0.099,0.096,0.099,1.273,0.9494,1.351,16,4,0,0.062,0,2,0,False,0.0,0.4053,0.4091,0.0,3,3,1,1,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),3,3,2,24.3,110.9,195.0,170.7
Kossounou,D,Dd;Dc,ATA,4,1.2,6.0,0.5,0.0,0.0,0.0,12,2.0,5.94,6.03,5.94,6.0,0.0,,0.434,0.03,0.0,0.061,0.0,2.0,0.539,0.162,0.058,0.014,0.058,0.47,1.0354,2.298,157,6,1,0.911,2,0,180,True,1.0,0.405,0.4691,0.0,4,12,1,1,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),12,4,11,55.6,147.3,210.8,155.2
Jashari,C,M;C,MIL,5,1.3,6.0,0.5,0.0,0.0,0.0,13,1.0,5.71,5.79,5.71,5.79,0.0,,0.316,0.0,0.083,0.0,0.0,1.0,0.243,1.13,0.031,0.145,0.031,0.896,1.0464,2.419,82,7,1,0.619,1,1,72,True,0.5,0.4043,0.4457,0.0,4,12,4,2,thin_prior_sample_no_fade;team_discount(MIL);clearing_observed(historical),12,4,8,42.2,152.8,206.8,164.6
Adzic,C,C;T,SAS,6,1.6,6.0,0.5,0.0,0.0,0.0,16,2.0,6.08,6.587,6.06,6.44,0.06,,0.066,,,,,2.0,0.16,0.091,,,,,0.9714,1.594,110,7,0,0.428,2,0,124,True,1.0,0.4036,0.4313,1.8,6,16,5,3,thin_prior_sample_no_fade;clearing_observed(historical),16,6,11,73.2,166.0,216.9,143.7
Motta,P,Por,LAZ,1,0.1,6.0,0.5,0.0,0.0,0.0,1,1.0,6.0,5.17,6.0,5.17,0.0,,0.237,,,,,1.0,,0.046,0.0,0.005,0.0,0.0,0.9953,1.856,93,7,1,0.662,0,2,0,False,0.0,0.4029,0.4473,0.0,1,1,3,1,floor_qi;clearing_observed(historical),1,1,-2,31.4,98.1,203.7,172.3
Rovella,C,M;C,LAZ,7,1.6,6.0,0.5,0.0,0.0,0.0,16,7.0,5.922,5.832,5.999,5.974,0.146,-0.0082,0.489,0.008,0.102,0.281,0.0,4.0,0.638,1.707,0.05,0.097,0.05,0.807,0.9953,1.856,264,11,1,1.0,2,0,127,True,1.0,0.4014,0.4722,10.2,7,16,1,1,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),16,7,15,71.1,174.4,206.9,135.8
Zanoli,D,Dd;E,UDI,4,1.0,6.0,0.5,0.0,0.0,0.0,10,5.0,5.967,6.09,5.942,6.014,0.076,0.017,0.474,0.048,0.071,0.131,0.0,4.0,0.303,1.358,0.064,0.088,0.064,0.537,0.965,1.523,278,7,1,1.0,0,0,0,False,0.0,0.4013,0.4721,0.0,4,10,1,1,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),10,4,9,38.8,117.2,198.2,159.4
Romero D.,A,Pc,PAR,10,3.7,6.0,0.5,0.0,0.0,0.0,37,1.0,6.0,3.88,6.0,3.88,0.0,,0.421,0.0,0.0,0.125,0.0,1.0,0.858,0.036,,,,,0.9545,1.408,196,9,1,1.0,0,2,28,False,0.0,0.4013,0.4721,0.0,10,37,4,2,no_prior_data;clearing_observed(historical),37,10,33,34.3,108.9,199.0,164.7
Lang,A,A,NAP,4,1.4,6.0,0.5,0.0,0.0,0.0,14,1.0,6.04,6.32,6.04,6.32,0.0,,0.368,0.071,0.143,0.143,0.0,1.0,1.365,1.975,0.19,0.276,0.19,1.256,1.0241,2.173,287,11,1,1.0,1,1,80,True,0.5,0.4009,0.4716,21.5,3,12,3,2,thin_prior_sample_no_fade;team_discount(NAP);clearing_observed(asta_xlsx),12,3,9,75.5,158.9,214.2,138.7
Gilmour,C,M;C,NAP,3,1.0,6.0,0.5,0.0,0.0,0.0,10,2.0,6.053,6.2,6.04,6.165,0.04,,0.395,0.033,0.033,0.033,0.0,2.0,0.59,0.994,0.055,0.091,0.055,0.873,1.0241,2.173,223,6,1,1.0,0,2,0,False,0.0,0.3994,0.4699,0.0,3,8,2,1,thin_prior_sample_no_fade;team_discount(NAP);clearing_observed(historical),8,3,6,31.7,110.4,201.2,169.5
Valenti,D,Dc,PAR,4,1.0,6.0,0.5,0.0,0.0,0.0,10,3.0,5.837,5.772,5.75,5.707,0.224,0.26,0.491,0.021,0.0,0.234,0.0,2.0,0.391,0.657,0.016,0.031,0.016,0.566,0.9545,1.408,310,12,1,1.0,0,2,0,False,0.0,0.3994,0.4699,0.0,4,10,3,2,fade(0.97);clearing_observed(historical),10,4,7,42.2,109.7,185.3,143.1
Walukiewicz,D,Dd;Dc,SAS,4,1.0,6.0,0.5,0.0,0.0,0.0,10,7.0,5.775,5.692,5.714,5.663,0.117,0.0379,0.515,0.0,0.016,0.172,0.0,4.0,0.251,0.662,0.012,0.032,0.012,0.232,0.9714,1.594,191,10,1,1.0,0,0,0,False,0.0,0.399,0.4694,0.0,4,10,4,2,fade(1.00);clearing_observed(historical),10,4,6,39.7,111.2,185.6,145.9
Sommariva,P,Por,GEN,1,0.1,6.0,0.5,0.0,0.0,0.0,1,3.0,5.208,3.875,4.25,3.25,3.048,2.875,0.039,,,,,,,,,,,,0.9593,1.46,0,0,0,0.0,0,2,0,False,0.0,0.3989,0.3989,0.0,1,1,2,1,floor_qi;clearing_observed(historical),1,1,-1,32.7,97.7,193.7,161.0
Carboni F.,D,Ds;E,PAR,1,0.3,6.0,0.5,0.0,0.0,0.0,3,4.0,4.967,4.9,4.537,4.487,2.623,0.515,0.079,,,,,2.0,0.719,0.347,0.044,0.017,0.044,0.633,0.9545,1.408,6,2,0,0.023,0,2,0,False,0.0,0.3987,0.4001,0.0,1,3,3,1,floor_qi,3,1,0,32.3,90.8,190.6,158.3
Anjorin,C,C;T,TOR,1,0.4,6.0,0.5,0.0,0.0,0.0,4,2.0,5.953,6.027,6.04,6.18,0.26,,0.408,0.091,0.136,0.136,0.0,2.0,0.666,1.202,0.091,0.156,0.091,1.755,0.9571,1.436,279,11,1,1.0,0,1,0,False,0.0,0.3986,0.469,0.0,1,4,1,1,floor_qi;clearing_observed(asta_xlsx),4,1,3,50.2,124.5,200.1,149.9
Siebert,D,Dc,LEC,4,1.2,6.0,0.5,0.0,0.0,0.0,12,1.0,5.68,5.76,5.68,5.76,0.0,,0.5,0.053,0.0,0.158,0.0,1.0,0.48,0.315,0.025,0.017,0.025,0.317,0.9201,1.029,215,5,1,1.0,2,0,180,True,1.0,0.3967,0.4667,0.0,4,12,3,2,thin_prior_sample_no_fade;clearing_observed(historical),12,4,9,58.4,141.2,199.3,140.9
Felici,C,W,CAG,5,0.7,6.0,0.5,0.0,0.0,0.0,7,2.0,5.977,6.357,5.94,6.26,0.11,,0.382,0.069,0.138,0.138,0.0,2.0,1.256,0.991,0.168,0.137,0.168,1.31,0.9604,1.472,211,4,1,1.0,0,2,24,False,0.0,0.3965,0.4665,0.0,5,7,2,1,thin_prior_sample_no_fade;clearing_observed(historical),7,5,5,44.8,122.7,200.2,155.4
Idrissi R.,D,Ds;E,CAG,3,0.3,6.0,0.5,0.0,0.0,0.0,3,1.0,5.82,6.09,5.82,6.09,0.0,,0.447,0.118,0.0,0.176,0.0,1.0,0.789,0.248,0.096,0.03,0.096,0.733,0.9604,1.472,237,2,1,1.0,0,0,0,False,0.0,0.3964,0.4663,0.0,3,3,2,1,thin_prior_sample_no_fade;clearing_observed(historical),3,3,1,39.0,112.5,186.6,147.6
Bella-Kotchap,D,Dc,VEN,5,1.3,6.0,0.5,0.0,0.0,0.0,13,1.0,5.83,5.75,5.83,5.75,0.0,,0.474,0.0,0.0,0.167,0.0,1.0,0.076,0.047,0.005,0.003,0.005,0.2,0.9494,1.351,218,8,1,1.0,2,0,180,True,1.0,0.3957,0.4655,0.0,5,13,4,2,thin_prior_sample_no_fade;clearing_observed(historical),13,5,9,56.8,161.6,204.6,147.8
Bijlow,P,Por,GEN,8,1.5,6.0,0.5,0.0,0.0,0.0,15,1.0,6.06,4.78,6.06,4.78,0.0,,0.421,0.0,0.0,0.062,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.9593,1.46,316,8,1,1.0,2,0,180,True,1.0,0.3944,0.464,0.0,8,15,5,3,goalkeeper_no_fade;clearing_observed(historical),15,8,10,50.6,149.4,220.3,169.7
Hermoso,D,Dc,ROM,11,2.6,6.0,0.5,0.0,0.0,0.0,26,2.0,5.82,5.9,5.645,5.645,0.525,,0.408,0.111,0.074,0.333,0.0,2.0,1.485,0.43,0.087,0.033,0.087,0.81,1.0268,2.203,235,11,1,1.0,2,0,158,True,1.0,0.394,0.4635,7.9,9,21,8,4,fade(0.80);clearing_observed(asta_xlsx),21,9,13,71.7,170.6,208.8,137.1
Boloca,C,M;C,SAS,2,0.5,6.0,0.5,0.0,0.0,0.0,5,2.0,5.783,5.773,5.8,5.785,0.05,,0.421,0.033,0.0,0.2,0.0,1.0,0.66,0.414,0.029,0.018,0.029,0.576,0.9714,1.594,321,6,1,1.0,0,0,0,False,0.0,0.3939,0.4634,0.0,2,5,5,2,floor_qi,5,2,0,40.4,110.5,186.9,146.5
Addai,C,W;A,COM,4,1.0,6.0,0.5,0.0,0.0,0.0,10,1.0,5.96,6.54,5.96,6.54,0.0,,0.316,0.25,0.0,0.333,0.0,1.0,1.514,1.021,0.198,0.134,0.198,1.701,1.0068,1.982,381,8,1,1.0,0,0,0,False,0.0,0.3936,0.463,0.0,4,10,1,1,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),10,4,9,35.4,100.4,182.1,146.7
Berisha M.,C,C;T,LEC,4,1.2,6.0,0.5,0.0,0.0,0.0,12,2.0,6.137,6.6,6.12,6.44,0.05,,0.342,0.077,0.154,0.192,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.9201,1.029,375,8,1,1.0,0,1,0,False,0.0,0.3933,0.4627,0.0,4,12,4,2,thin_prior_sample_no_fade;clearing_observed(historical),12,4,8,43.2,124.5,196.4,153.2
Kaba,C,M;C,LEC,1,0.2,6.0,0.5,0.0,0.0,0.0,2,3.0,5.815,5.763,5.823,5.763,0.045,-0.025,0.395,0.0,0.0,0.089,0.0,3.0,0.684,0.359,0.096,0.04,0.096,1.008,0.9201,1.029,261,6,1,1.0,0,0,0,False,0.0,0.393,0.4623,0.0,1,2,2,1,floor_qi,2,1,0,36.5,110.5,198.4,161.9
Sportiello,P,Por,ATA,1,0.1,6.0,0.5,0.0,0.0,0.0,1,11.0,5.773,4.678,6.045,4.8,0.236,-0.0155,0.404,0.0,0.0,0.051,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,1.0354,2.298,169,4,1,0.957,0,2,0,False,0.0,0.3914,0.457,0.0,1,1,1,1,floor_qi;clearing_observed(asta_xlsx),1,1,0,28.9,106.5,196.4,167.5
Fortini,D,E,TOR,6,1.2,6.0,0.5,0.0,0.0,0.0,12,1.0,5.96,5.96,5.96,5.96,0.0,,0.316,0.0,0.0,0.0,0.0,1.0,0.229,0.463,0.042,0.085,0.042,1.475,0.9571,1.436,156,5,1,0.907,1,1,93,True,0.5,0.391,0.4526,0.7,6,12,2,1,thin_prior_sample_no_fade;clearing_observed(historical),12,6,10,49.1,163.4,211.3,162.2
Cabal,D,B;Ds;E,JUV,1,0.4,6.0,0.5,0.0,0.0,0.0,4,4.0,6.05,6.307,5.995,6.047,0.198,0.066,0.283,0.0,0.0,0.316,0.0,4.0,0.656,0.346,0.056,0.047,0.056,0.778,1.0076,1.992,470,10,1,1.0,0,2,0,False,0.0,0.3902,0.4591,0.0,1,4,1,1,floor_qi;clearing_observed(asta_xlsx),4,1,3,37.3,96.7,186.6,149.3
Dembelè A.,D,Dd;E,LEC,1,0.2,6.0,0.5,0.0,0.0,0.0,2,1.0,5.0,5.0,5.0,5.0,0.0,,0.026,,,,,1.0,0.379,0.109,0.092,0.027,0.092,1.22,0.9201,1.029,14,2,0,0.054,0,1,0,False,0.0,0.3899,0.3931,0.0,1,2,2,1,floor_qi,2,1,0,32.7,92.9,189.5,156.8
Zhegrova,C,W,JUV,6,1.7,6.0,0.5,0.0,0.0,0.0,17,1.0,5.96,5.96,5.96,5.96,0.0,,0.316,0.0,0.0,0.083,0.0,1.0,0.761,1.026,0.208,0.28,0.208,5.182,1.0076,1.992,330,10,1,1.0,0,1,21,False,0.0,0.3891,0.4578,0.0,6,17,76,38,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),17,6,-59,31.1,103.9,199.4,168.3
Njie,C,W;A,FIO,4,2.8,6.0,0.5,0.0,0.0,0.0,28,2.0,5.867,6.08,5.9,6.045,0.1,,0.25,,,,,2.0,1.219,0.361,0.351,0.104,0.351,2.01,1.0124,2.045,221,7,1,1.0,0,0,0,False,0.0,0.3884,0.4569,0.0,4,28,4,2,thin_prior_sample_no_fade;clearing_observed(historical),28,4,24,34.0,101.6,197.5,163.5
Oyono A.,D,Dd;E,FRO,6,1.0,6.0,0.5,0.0,0.0,0.0,10,1.0,5.82,5.75,5.82,5.75,0.0,,0.368,0.0,0.071,0.286,0.0,1.0,0.242,1.117,0.018,0.084,0.018,0.302,0.9827,1.718,168,2,1,0.953,1,1,113,True,0.5,0.388,0.4527,0.4,6,10,2,1,no_prior_data;clearing_observed(historical),10,6,8,59.4,163.1,201.0,141.6
Bertola,D,Dd;Ds;Dc,UDI,4,1.0,6.0,0.5,0.0,0.0,0.0,10,3.0,4.013,4.003,4.12,4.113,2.925,-0.32,0.342,0.0,0.04,0.12,0.0,1.0,0.996,1.549,0.051,0.079,0.051,0.666,0.965,1.523,36,3,0,0.14,0,2,22,False,0.0,0.3866,0.3949,0.0,4,10,3,2,fade(0.97);clearing_observed(asta_xlsx),10,4,7,33.6,106.3,185.6,152.0
Estupinan,D,Ds;E,MIL,3,1.3,6.0,0.5,0.0,0.0,0.0,13,1.0,5.64,5.71,5.64,5.71,0.0,,0.368,0.071,0.071,0.357,0.0,1.0,0.477,1.581,0.041,0.136,0.041,0.775,1.0464,2.419,283,9,1,1.0,1,1,69,True,0.5,0.385,0.453,0.0,3,12,28,14,thin_prior_sample_no_fade;team_discount(MIL);clearing_observed(asta_xlsx),12,3,-16,53.8,140.3,193.5,139.7
Molina N.,D,E,ROM,18,7.8,6.0,0.5,0.0,0.0,0.0,78,3.0,2.987,3.243,3.96,4.287,2.801,-2.92,0.789,0.15,0.117,0.1,0.0,1.0,0.045,0.108,,,,,1.0268,2.203,83,5,0,0.323,0,2,30,False,0.0,0.3845,0.4041,9.3,18,78,52,26,no_prior_data;clearing_observed(historical),78,18,26,73.3,172.0,199.3,126.0
Otoa,D,Dc,GEN,2,0.5,6.0,0.5,0.0,0.0,0.0,5,2.0,5.457,5.123,5.385,5.01,0.215,,0.171,,,,,1.0,0.084,0.0,0.009,0.0,0.009,0.326,0.9593,1.46,158,8,0,0.614,0,2,24,False,0.0,0.3831,0.422,0.0,2,5,5,2,floor_qi,5,2,0,33.0,94.0,188.9,155.9
Candè,D,Ds;Dc,SAS,3,0.7,6.0,0.5,0.0,0.0,0.0,7,2.0,5.713,5.647,5.725,5.69,0.035,,0.329,0.059,0.0,0.235,0.0,2.0,0.388,0.408,0.044,0.036,0.044,0.353,0.9714,1.594,255,3,1,1.0,0,0,0,False,0.0,0.3816,0.4489,0.0,3,7,7,3,thin_prior_sample_no_fade,7,3,0,38.5,92.7,179.9,141.4
Basic,C,M;C,VEN,6,1.9,6.0,0.5,0.0,0.0,0.0,19,5.0,3.968,4.108,4.696,4.77,2.355,-0.552,0.467,0.042,0.07,0.141,0.0,3.0,1.031,1.071,0.083,0.085,0.083,1.405,0.9494,1.351,114,7,0,0.443,2,0,150,True,1.0,0.38,0.407,0.0,6,19,4,2,thin_prior_sample_no_fade;clearing_observed(historical),19,6,15,70.8,151.0,216.0,145.2
Aboukhlal,C,W;A,TOR,3,0.5,6.0,0.5,0.0,0.0,0.0,5,1.0,5.77,5.64,5.77,5.64,0.0,,0.289,0.0,0.0,0.364,0.0,1.0,0.412,0.598,0.074,0.108,0.074,1.26,0.9571,1.436,410,10,1,1.0,0,2,26,False,0.0,0.3792,0.4461,0.0,3,5,5,3,thin_prior_sample_no_fade,5,3,0,35.8,100.2,183.1,147.3
Milik,A,Pc,JUV,4,1.0,6.0,0.5,0.0,0.0,0.0,10,9.0,4.0,4.077,4.731,5.438,2.53,-0.3218,0.511,0.355,0.032,0.113,0.0,2.0,6.009,2.784,0.464,0.205,0.436,2.902,1.0076,1.992,670,11,1,1.0,0,2,0,False,0.0,0.378,0.4447,0.0,4,10,2,1,thin_prior_sample_no_fade;clearing_observed(historical),10,4,8,59.8,105.0,177.5,117.7
Dragusin,D,Dc,FIO,7,2.0,6.0,0.5,0.0,0.0,0.0,20,3.0,4.962,5.115,3.943,4.04,2.793,3.055,0.487,0.054,0.027,0.081,0.0,1.0,1.219,0.91,0.064,0.048,0.064,0.895,1.0124,2.045,327,4,1,1.0,2,0,180,True,1.0,0.3772,0.4438,0.0,7,20,13,6,no_prior_data;clearing_observed(historical),20,7,7,53.6,136.2,194.3,140.7
Padelli,P,Por,UDI,1,0.1,6.0,0.5,0.0,0.0,0.0,1,11.0,5.292,4.792,3.844,2.977,2.918,0.0358,0.177,0.0,0.0,0.086,0.0,,,,,,,,0.965,1.523,93,4,1,0.662,0,2,0,False,0.0,0.3751,0.4164,0.0,1,1,2,1,floor_qi;clearing_observed(historical),1,1,-1,31.4,97.7,192.1,160.7
Camarda,A,Pc,MIL,4,2.0,6.0,0.5,0.0,0.0,0.0,20,3.0,4.808,4.793,3.863,3.853,2.734,2.835,0.316,0.056,0.0,0.056,0.0,2.0,1.759,0.434,0.302,0.09,0.223,2.497,1.0464,2.419,138,5,1,0.837,0,2,0,False,0.0,0.3743,0.428,0.0,4,18,16,8,thin_prior_sample_no_fade;team_discount(MIL);clearing_observed(asta_xlsx),18,4,2,34.9,91.1,191.4,156.5
Rugani,D,Dc,JUV,1,0.3,6.0,0.5,0.0,0.0,0.0,3,11.0,3.863,3.857,5.421,5.515,1.739,-0.2532,0.334,0.087,0.019,0.173,0.0,3.0,1.068,0.122,0.132,0.014,0.132,0.501,1.0076,1.992,89,5,0,0.346,0,2,0,False,0.0,0.3707,0.391,0.0,1,3,3,1,floor_qi,3,1,0,43.6,99.5,182.3,138.7
Sagrado,D,Dd;E,VEN,2,0.4,6.0,0.5,0.0,0.0,0.0,4,1.0,5.5,5.33,5.5,5.33,0.0,,0.079,,,,,,,,,,,,0.9494,1.351,194,7,0,0.7,0,2,9,False,0.0,0.3695,0.4129,0.0,2,4,4,2,floor_qi,4,2,0,32.7,92.9,189.5,156.8
Stankovic F.,P,Por,VEN,6,1.1,6.0,0.5,0.0,0.0,0.0,11,2.0,4.4,3.487,3.3,2.615,3.3,,0.395,0.0,0.0,0.067,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.9494,1.351,81,2,1,0.615,2,0,180,True,1.0,0.3677,0.4051,0.0,6,11,4,2,goalkeeper_no_fade;clearing_observed(historical),11,6,7,39.9,128.6,193.1,153.2
Abankwah,D,Dd;Dc,UDI,2,1.0,6.0,0.5,0.0,0.0,0.0,10,3.0,4.208,4.083,4.25,4.167,3.007,-0.125,0.039,,,,,1.0,0.115,0.0,,,,,0.965,1.523,0,0,0,0.0,2,0,180,True,1.0,0.3667,0.3667,0.0,2,10,4,2,floor_qi;clearing_observed(historical),10,2,6,61.1,159.6,186.7,125.6
Forson O.,C,W;T,MON,2,0.1,6.0,0.5,0.0,0.0,0.0,1,1.0,5.67,5.67,5.67,5.67,0.0,,0.158,,,,,1.0,0.428,0.322,,,,,0.9337,1.178,315,5,1,1.0,0,2,31,False,0.0,0.3646,0.4289,0.0,2,1,1,2,floor_qi,1,2,0,32.6,101.4,192.8,160.2
Cremaschi,C,E;C,PAR,2,0.3,6.0,0.5,0.0,0.0,0.0,3,1.0,6.0,6.0,6.0,6.0,0.0,,0.026,,,,,1.0,0.018,0.013,,,,,0.9545,1.408,226,4,1,1.0,0,2,40,False,0.0,0.3608,0.4245,0.0,2,3,3,2,floor_qi,3,2,0,34.2,101.3,197.6,163.4
Terzic,D,Ds;E,FRO,4,0.8,6.0,0.5,0.0,0.0,0.0,8,3.0,5.015,5.128,4.01,4.093,2.836,3.015,0.316,0.059,0.059,0.118,0.0,1.0,0.703,1.813,0.07,0.181,0.07,0.898,0.9827,1.718,236,13,1,1.0,0,2,30,False,0.0,0.3607,0.4243,0.0,4,8,2,1,no_prior_data;clearing_observed(historical),8,4,6,41.5,94.9,191.7,150.2
Chalobah T.,D,Dd;Dc,COM,10,3.2,6.0,0.5,0.0,0.0,0.0,32,1.0,6.0,6.0,6.0,6.0,0.0,,0.026,,,,,,,,,,,,1.0068,1.982,299,10,1,1.0,2,0,180,True,1.0,0.3597,0.4232,0.2,10,32,30,15,no_prior_data;clearing_observed(historical),32,10,2,58.0,162.9,210.2,152.2
Fofana Sa.,C,M;C,LEC,1,0.1,6.0,0.5,0.0,0.0,0.0,1,1.0,5.5,5.5,5.5,5.5,0.0,,0.053,,,,,1.0,0.101,0.181,,,,,0.9201,1.029,568,10,1,1.0,0,2,0,False,0.0,0.3495,0.4112,0.0,1,1,1,1,floor_qi,1,1,0,32.6,101.4,192.8,160.2
Ebosse,D,Ds;Dc,UDI,3,0.5,6.0,0.5,0.0,0.0,0.0,5,4.0,4.708,4.61,4.223,4.127,2.439,0.583,0.281,0.0,0.033,0.233,0.0,2.0,0.061,0.272,0.005,0.022,0.005,0.16,0.965,1.523,380,6,1,1.0,1,1,113,True,0.5,0.3453,0.4062,0.0,3,5,2,1,thin_prior_sample_no_fade;clearing_observed(historical),5,3,3,46.5,156.9,206.1,159.6
Mandas,P,Por,LAZ,10,3.6,6.0,0.5,0.0,0.0,0.0,36,3.0,3.135,2.75,4.177,3.667,2.953,-3.125,0.224,,,,,2.0,,0.0,0.0,0.0,0.0,0.0,0.9953,1.856,5,2,0,0.019,2,0,180,True,1.0,0.3451,0.3461,8.2,10,36,1,1,goalkeeper_no_fade;clearing_observed(asta_xlsx),36,10,35,60.7,158.4,200.6,139.9
Christensen O.,P,Por,FIO,1,0.1,6.0,0.5,0.0,0.0,0.0,1,3.0,4.667,3.792,4.333,3.25,3.171,1.0,0.066,,,,,,,,,,,,1.0124,2.045,95,5,1,0.669,0,2,0,False,0.0,0.3446,0.383,0.0,1,1,2,1,floor_qi;clearing_observed(historical),1,1,-1,28.0,83.4,194.2,166.2
Gonzalez N.,C,W;A,JUV,12,4.5,6.0,0.5,0.0,0.0,0.0,45,5.0,3.038,3.357,4.946,5.548,2.477,-1.285,0.704,0.262,0.093,0.084,0.056,2.0,1.763,1.468,0.091,0.075,0.091,0.794,1.0076,1.992,203,10,1,1.0,0,2,33,False,0.0,0.3443,0.4051,0.0,12,45,45,12,thin_prior_sample_no_fade,45,12,0,57.7,155.2,219.0,161.3
Theate,D,Ds;Dc,BOL,8,2.0,6.0,0.5,0.0,0.0,0.0,20,2.0,1.973,2.017,2.96,3.025,2.96,,0.789,0.067,0.033,0.2,0.0,,,,,,,,1.004,1.952,104,9,0,0.404,0,1,0,False,0.0,0.3408,0.3628,0.0,8,20,20,8,no_prior_data,20,8,0,59.8,146.1,183.7,123.9
Hainaut,D,Dd;E,VEN,4,1.2,6.0,0.5,0.0,0.0,0.0,12,2.0,1.953,2.023,2.93,3.035,2.93,,0.579,0.091,0.0,0.136,0.0,1.0,0.854,0.766,0.065,0.058,0.065,0.456,0.9494,1.351,45,5,0,0.175,2,0,175,True,1.0,0.3391,0.3482,0.0,4,12,4,2,thin_prior_sample_no_fade;clearing_observed(historical),12,4,8,68.7,154.3,184.9,116.2
Ndiaye,D,Dc,PAR,2,0.8,6.0,0.5,0.0,0.0,0.0,8,2.0,3.727,3.573,2.795,2.68,2.795,,0.289,0.0,0.0,0.273,0.0,1.0,0.36,0.023,0.041,0.003,0.041,0.687,0.9545,1.408,103,2,1,0.701,1,1,90,True,0.5,0.3376,0.3773,0.0,2,8,2,1,floor_qi;clearing_observed(historical),8,2,6,48.0,162.7,193.6,145.6
Goldaniga,D,Dc,COM,1,0.1,6.0,0.5,0.0,0.0,0.0,1,10.0,2.885,2.833,5.128,5.107,1.715,-0.3047,0.509,0.046,0.011,0.305,0.0,2.0,1.792,0.221,0.076,0.011,0.076,0.407,1.0068,1.982,115,2,1,0.747,0,2,0,False,0.0,0.3371,0.3796,0.0,1,1,1,1,floor_qi,1,1,0,42.4,101.3,188.2,145.8
